
@RELATION joint

@ATTRIBUTE attr_0           STRING
@ATTRIBUTE attr_1           STRING
@ATTRIBUTE attr_2           STRING
@ATTRIBUTE attr_3           STRING
@ATTRIBUTE attr_4           STRING
@ATTRIBUTE attr_5           STRING
@ATTRIBUTE attr_6           STRING
@ATTRIBUTE attr_7           STRING
@ATTRIBUTE endswith         STRING
@ATTRIBUTE firstword        STRING
@ATTRIBUTE lastword         STRING
@ATTRIBUTE length           NUMERIC
@ATTRIBUTE nextisverb       STRING
@ATTRIBUTE nextlength       NUMERIC
@ATTRIBUTE nextstartswith   STRING
@ATTRIBUTE nextword         STRING
@ATTRIBUTE word             STRING
@ATTRIBUTE wordsafter       NUMERIC
@ATTRIBUTE wordsafterperc   NUMERIC
@ATTRIBUTE wordsbefore      NUMERIC
@ATTRIBUTE wordsbeforeperc  NUMERIC

@ATTRIBUTE class        {0,1,2,3,4}

@DATA
N,C,F,S,0,0,0,0,C,False,True,10,False,0,N,1r03r03032,conmixtión,0,0.0,4,0.8,4
R,N,0,0,0,0,0,0,V,True,False,2,True,5,C,puedo,No,4,0.8,0,0.0,1
V,M,I,P,1,S,0,0,V,False,False,5,True,9,C,desplumar,puedo,3,0.6,1,0.2,3
V,M,N,0,0,0,0,0,C,False,False,9,False,2,V,el,desplumar,2,0.4,2,0.4,1
D,A,0,M,S,0,0,0,C,False,False,2,False,12,C,colchoncillo,el,1,0.2,3,0.6,1
N,C,M,S,0,0,D,0,V,False,True,12,False,0,N,1r03r03032,colchoncillo,0,0.0,4,0.8,4
V,M,I,I,1,S,0,0,V,True,False,5,True,10,V,esguinzado,Tenía,4,0.8,0,0.0,0
V,M,P,0,0,S,M,0,V,False,False,10,False,2,V,el,esguinzado,3,0.6,1,0.2,3
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,tejido,el,2,0.4,2,0.4,1
N,C,M,S,0,0,0,0,V,False,False,6,False,8,C,muscular,tejido,1,0.2,3,0.6,1
A,Q,0,C,S,0,0,0,C,False,True,8,False,0,N,1r03r03032,muscular,0,0.0,4,0.8,4
V,M,N,0,0,0,0,0,V,True,False,11,False,7,C,maligna,Ocurrírsele,2,0.666666666667,0,0.0,3
A,Q,0,F,S,0,0,0,V,False,False,7,False,4,V,idea,maligna,1,0.333333333333,1,0.333333333333,0
N,C,F,S,0,0,0,0,V,False,True,4,False,0,N,1r03r03032,idea,0,0.0,2,0.666666666667,4
N,P,0,0,0,0,0,0,C,True,False,7,False,1,C,y,Longuis,4,0.8,0,0.0,4
C,C,0,0,0,0,0,0,C,False,False,1,True,9,C,cantimpla,y,3,0.6,1,0.2,1
V,M,I,P,3,S,0,0,V,False,False,9,True,10,C,significan,cantimpla,2,0.4,2,0.4,4
V,M,I,P,3,P,0,0,C,False,False,10,False,5,C,tonto,significan,1,0.2,3,0.6,1
A,Q,0,M,S,0,0,0,V,False,True,5,False,0,N,1r03r03032,tonto,0,0.0,4,0.8,4
P,0,0,0,0,0,0,0,V,True,False,2,True,4,C,ganó,se,6,0.857142857143,0,0.0,1
V,M,I,S,3,S,0,0,C,False,False,4,False,2,V,un,ganó,5,0.714285714286,1,0.142857142857,3
D,I,0,M,S,0,0,0,C,False,False,2,False,14,C,calientaplatos,un,4,0.571428571429,2,0.285714285714,1
N,C,M,N,0,0,0,0,C,False,False,14,False,1,C,y,calientaplatos,3,0.428571428571,3,0.428571428571,4
C,C,0,0,0,0,0,0,C,False,False,1,False,3,V,una,y,2,0.285714285714,4,0.571428571429,0
D,I,0,F,S,0,0,0,V,False,False,3,False,8,C,freidora,una,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,freidora,0,0.0,6,0.857142857143,4
V,M,I,S,3,S,0,0,C,True,False,5,False,1,V,a,Salió,4,0.8,0,0.0,1
S,P,S,0,0,0,0,0,V,False,False,1,True,6,C,barrer,a,3,0.6,1,0.2,1
V,M,N,0,0,0,0,0,C,False,False,6,False,2,V,el,barrer,2,0.4,2,0.4,4
D,A,0,M,S,0,0,0,C,False,False,2,False,7,C,macadam,el,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,macadam,0,0.0,4,0.8,4
N,P,0,0,0,0,0,0,C,True,False,5,True,3,C,fue,Xenón,2,0.666666666667,0,0.0,4
V,S,I,S,3,S,0,0,V,False,False,3,False,8,C,prudente,fue,1,0.333333333333,1,0.333333333333,1
A,Q,0,C,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,prudente,0,0.0,2,0.666666666667,4
P,P,3,C,S,D,0,0,V,True,False,2,True,7,C,gustaba,Le,6,0.857142857143,0,0.0,1
V,M,I,I,1,S,0,0,V,False,False,7,False,2,C,la,gustaba,5,0.714285714286,1,0.142857142857,3
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,gaita,la,4,0.571428571429,2,0.285714285714,1
N,C,F,S,0,0,0,0,V,False,False,5,False,1,C,y,gaita,3,0.428571428571,3,0.428571428571,1
C,C,0,0,0,0,0,0,C,False,False,1,False,2,V,el,y,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,C,False,False,2,False,10,C,cantejondo,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,cantejondo,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,V,True,False,2,True,5,C,trata,Se,5,0.833333333333,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,5,False,2,C,de,trata,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,V,False,False,2,False,3,V,una,de,3,0.5,2,0.333333333333,0
D,I,0,F,S,0,0,0,V,False,False,3,False,6,C,runfla,una,2,0.333333333333,3,0.5,1
N,C,F,S,0,0,0,0,V,False,False,6,False,7,C,mafiosa,runfla,1,0.166666666667,4,0.666666666667,1
A,Q,0,F,S,0,0,0,V,False,True,7,False,0,N,1r03r03032,mafiosa,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,túnel,El,7,0.875,0,0.0,1
N,C,M,S,0,0,0,0,C,False,False,5,False,2,C,se,túnel,6,0.75,1,0.125,3
P,0,0,0,0,0,0,0,V,False,False,2,True,7,C,conecta,se,5,0.625,2,0.25,1
V,M,I,P,3,S,0,0,V,False,False,7,False,3,C,con,conecta,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,C,False,False,3,False,3,C,las,con,3,0.375,4,0.5,1
D,A,0,F,P,0,0,0,C,False,False,3,False,5,C,napas,las,2,0.25,5,0.625,1
N,C,F,P,0,0,0,0,C,False,False,5,False,9,C,friáticas,napas,1,0.125,6,0.75,1
A,Q,0,F,P,0,0,0,C,False,True,9,False,0,N,1r03r03032,friáticas,0,0.0,7,0.875,4
P,0,0,0,0,0,0,0,V,True,False,2,True,8,C,comporta,Se,4,0.8,0,0.0,1
V,M,I,P,3,S,0,0,V,False,False,8,False,16,C,desenvueltamente,comporta,3,0.6,1,0.2,3
R,G,0,0,0,0,0,0,V,False,False,16,False,2,C,la,desenvueltamente,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,tontuela,la,1,0.2,3,0.6,1
N,C,F,S,0,0,D,0,V,False,True,8,False,0,N,1r03r03032,tontuela,0,0.0,4,0.8,4
N,C,F,S,0,0,0,0,V,True,False,6,False,3,C,con,Lluvia,4,0.8,0,0.0,3
S,P,S,0,0,0,0,0,C,False,False,3,False,7,C,truenos,con,3,0.6,1,0.2,1
N,C,M,P,0,0,0,0,C,False,False,7,False,2,V,en,truenos,2,0.4,2,0.4,3
S,P,S,0,0,0,0,0,C,False,False,2,False,8,C,Medellín,en,1,0.2,3,0.6,1
N,P,0,0,0,0,0,0,C,False,True,8,False,0,N,1r03r03032,Medellín,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,ciempiés,El,6,0.857142857143,0,0.0,1
N,C,M,N,0,0,0,0,C,False,False,8,False,2,C,se,ciempiés,5,0.714285714286,1,0.142857142857,3
P,0,0,0,0,0,0,0,V,False,False,2,True,8,C,desplaza,se,4,0.571428571429,2,0.285714285714,1
V,M,I,P,3,S,0,0,V,False,False,8,False,3,C,por,desplaza,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,V,el,por,2,0.285714285714,4,0.571428571429,0
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,tablón,el,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,tablón,0,0.0,6,0.857142857143,4
P,0,0,0,0,0,0,0,V,True,False,2,True,10,V,encontraba,Se,7,0.875,0,0.0,0
V,M,I,I,1,S,0,0,V,False,False,10,False,2,V,en,encontraba,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,la,en,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,diáspora,la,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,V,False,False,8,False,2,C,de,diáspora,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,V,False,False,2,False,5,V,aquel,de,2,0.25,5,0.625,0
D,D,0,M,S,0,0,0,C,False,False,5,False,8,V,enjambre,aquel,1,0.125,6,0.75,0
N,C,M,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,enjambre,0,0.0,7,0.875,4
V,M,I,S,3,P,0,0,C,True,False,8,True,6,V,anclar,Lograron,4,0.8,0,0.0,3
V,M,N,0,0,0,0,0,C,False,False,6,False,2,V,en,anclar,3,0.6,1,0.2,2
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,el,en,2,0.4,2,0.4,0
D,A,0,M,S,0,0,0,C,False,False,2,False,9,C,Atlántico,el,1,0.2,3,0.6,0
N,P,0,0,0,0,0,0,V,False,True,9,False,0,N,1r03r03032,Atlántico,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,C,True,False,9,False,2,V,un,Recomendó,6,0.857142857143,0,0.0,4
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,trato,un,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,V,False,False,5,False,9,C,coloquial,trato,4,0.571428571429,2,0.285714285714,1
A,Q,0,C,S,0,0,0,C,False,False,9,False,1,V,a,coloquial,3,0.428571428571,3,0.428571428571,4
S,P,S,0,0,0,0,0,V,False,False,1,False,2,C,la,a,2,0.285714285714,4,0.571428571429,1
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,niñez,la,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,niñez,0,0.0,6,0.857142857143,4
D,A,0,M,P,0,0,0,C,True,False,3,False,14,C,poiquilotermos,Los,7,0.875,0,0.0,1
N,C,M,P,0,0,0,0,C,False,False,14,True,3,C,son,poiquilotermos,6,0.75,1,0.125,4
V,S,I,P,3,P,0,0,C,False,False,3,False,5,V,aptos,son,5,0.625,2,0.25,0
A,Q,0,M,P,0,0,0,C,False,False,5,False,4,C,para,aptos,4,0.5,3,0.375,3
S,P,S,0,0,0,0,0,V,False,False,4,True,7,C,cambiar,para,3,0.375,4,0.5,1
V,M,N,0,0,0,0,0,C,False,False,7,False,2,C,su,cambiar,2,0.25,5,0.625,2
D,P,3,C,S,0,0,0,V,False,False,2,False,11,C,temperatura,su,1,0.125,6,0.75,1
N,C,F,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,temperatura,0,0.0,7,0.875,4
V,M,I,I,1,S,0,0,V,True,False,6,False,2,V,un,Vestía,4,0.8,0,0.0,3
D,I,0,M,S,0,0,0,C,False,False,2,False,5,C,tipoi,un,3,0.6,1,0.2,1
A,Q,0,C,S,0,0,0,V,False,False,5,False,6,V,estilo,tipoi,2,0.4,2,0.4,4
N,C,M,S,0,0,0,0,V,False,False,6,False,10,C,matriarcal,estilo,1,0.2,3,0.6,3
A,Q,0,C,S,0,0,0,C,False,True,10,False,0,N,1r03r03032,matriarcal,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,C,True,False,7,False,1,V,a,Comenzó,4,0.8,0,0.0,3
S,P,S,0,0,0,0,0,V,False,False,1,True,6,V,arriar,a,3,0.6,1,0.2,0
V,M,N,0,0,0,0,0,C,False,False,6,False,2,C,la,arriar,2,0.4,2,0.4,3
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,jauría,la,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,jauría,0,0.0,4,0.8,4
V,A,I,I,1,S,0,0,V,True,False,6,True,8,V,envuelto,Estaba,4,0.8,0,0.0,1
V,M,P,0,0,S,M,0,V,False,False,8,False,2,V,en,envuelto,3,0.6,1,0.2,3
S,P,S,0,0,0,0,0,C,False,False,2,False,3,V,una,en,2,0.4,2,0.4,0
D,I,0,F,S,0,0,0,V,False,False,3,False,8,C,cherkera,una,1,0.2,3,0.6,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,cherkera,0,0.0,4,0.8,4
V,M,I,S,3,S,0,0,C,True,False,5,False,2,V,el,Cortó,6,0.857142857143,0,0.0,3
D,A,0,M,S,0,0,0,C,False,False,2,False,6,C,vidrio,el,5,0.714285714286,1,0.142857142857,1
N,C,M,S,0,0,0,0,V,False,False,6,False,2,V,en,vidrio,4,0.571428571429,2,0.285714285714,4
S,P,S,0,0,0,0,0,C,False,False,2,False,5,C,forma,en,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,V,False,False,5,False,2,C,de,forma,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,V,False,False,2,False,11,C,cuadrángulo,de,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,11,False,0,N,1r03r03032,cuadrángulo,0,0.0,6,0.857142857143,4
D,A,0,F,P,0,0,0,C,True,False,3,False,8,C,termitas,Las,6,0.857142857143,0,0.0,1
N,C,F,P,0,0,0,0,C,False,False,8,True,8,C,taladran,termitas,5,0.714285714286,1,0.142857142857,4
V,M,I,P,3,P,0,0,C,False,False,8,False,2,C,la,taladran,4,0.571428571429,2,0.285714285714,3
D,A,0,F,S,0,0,0,V,False,False,2,False,5,C,jamba,la,3,0.428571428571,3,0.428571428571,1
N,C,F,S,0,0,0,0,V,False,False,5,False,2,C,de,jamba,2,0.285714285714,4,0.571428571429,2
S,P,S,0,0,0,0,0,V,False,False,2,False,6,C,madera,de,1,0.142857142857,5,0.714285714286,1
N,C,F,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,madera,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,8,C,berimbao,El,7,0.875,0,0.0,1
A,Q,0,M,S,0,0,0,V,False,False,8,True,6,V,empezó,berimbao,6,0.75,1,0.125,4
V,M,I,S,3,S,0,0,C,False,False,6,False,1,V,a,empezó,5,0.625,2,0.25,0
S,P,S,0,0,0,0,0,V,False,False,1,True,6,C,ritmar,a,4,0.5,3,0.375,1
V,M,N,0,0,0,0,0,C,False,False,6,False,3,C,con,ritmar,3,0.375,4,0.5,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,V,el,con,2,0.25,5,0.625,0
D,A,0,M,S,0,0,0,C,False,False,2,True,5,C,bongó,el,1,0.125,6,0.75,1
V,M,I,S,3,S,0,0,C,False,True,5,False,0,N,1r03r03032,bongó,0,0.0,7,0.875,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,V,engaitador,El,4,0.8,0,0.0,0
N,C,M,S,0,0,0,0,C,False,False,10,True,3,V,era,engaitador,3,0.6,1,0.2,4
V,S,I,I,1,S,0,0,V,False,False,3,False,3,C,non,era,2,0.4,2,0.4,3
A,Q,0,M,S,0,0,0,C,False,False,3,False,6,C,sancto,non,1,0.2,3,0.6,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,sancto,0,0.0,4,0.8,4
S,P,S,0,0,0,0,0,V,True,False,2,False,3,C,tan,De,5,0.833333333333,0,0.0,1
R,G,0,0,0,0,0,0,C,False,False,3,False,10,C,redundante,tan,4,0.666666666667,1,0.166666666667,1
A,Q,0,C,S,0,0,0,V,False,False,10,True,6,V,empezó,redundante,3,0.5,2,0.333333333333,3
V,M,I,S,3,S,0,0,C,False,False,6,False,1,V,a,empezó,2,0.333333333333,3,0.5,0
S,P,S,0,0,0,0,0,V,False,False,1,True,7,V,aburrir,a,1,0.166666666667,4,0.666666666667,0
V,M,N,0,0,0,0,0,C,False,True,7,False,0,N,1r03r03032,aburrir,0,0.0,5,0.833333333333,4
V,M,I,S,3,S,0,0,V,True,False,4,False,3,C,que,Tuvo,5,0.833333333333,0,0.0,3
C,S,0,0,0,0,0,0,V,False,False,3,True,11,V,expatriarse,que,4,0.666666666667,1,0.166666666667,0
V,M,N,0,0,0,0,0,V,False,False,11,False,3,C,por,expatriarse,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,su,por,2,0.333333333333,3,0.5,1
D,P,3,C,S,0,0,0,V,False,False,2,False,13,V,antieslamismo,su,1,0.166666666667,4,0.666666666667,0
A,Q,0,M,S,0,0,0,V,False,True,13,False,0,N,1r03r03032,antieslamismo,0,0.0,5,0.833333333333,4
V,S,I,P,3,S,0,0,C,True,False,2,False,2,V,un,Es,6,0.857142857143,0,0.0,0
D,I,0,M,S,0,0,0,C,False,False,2,False,7,V,ejemplo,un,5,0.714285714286,1,0.142857142857,0
N,C,M,S,0,0,0,0,V,False,False,7,False,2,C,de,ejemplo,4,0.571428571429,2,0.285714285714,3
S,P,S,0,0,0,0,0,V,False,False,2,False,8,V,adopción,de,3,0.428571428571,3,0.428571428571,0
N,C,F,S,0,0,0,0,C,False,False,8,False,3,C,del,adopción,2,0.285714285714,4,0.571428571429,3
S,P,S,0,0,0,0,0,C,False,False,3,False,10,C,criollismo,del,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,criollismo,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,pirata,El,8,0.888888888889,0,0.0,1
N,C,C,S,0,0,0,0,V,False,False,6,False,2,C,le,pirata,7,0.777777777778,1,0.111111111111,3
P,P,3,C,S,D,0,0,V,False,False,2,True,7,V,endilga,le,6,0.666666666667,2,0.222222222222,0
V,M,I,P,3,S,0,0,V,False,False,7,False,3,V,una,endilga,5,0.555555555556,3,0.333333333333,3
D,I,0,F,S,0,0,0,V,False,False,3,False,6,C,paliza,una,4,0.444444444444,4,0.444444444444,1
N,C,F,S,0,0,0,0,V,False,False,6,False,3,C,con,paliza,3,0.333333333333,5,0.555555555556,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,su,con,2,0.222222222222,6,0.666666666667,1
D,P,3,C,S,0,0,0,V,False,False,2,False,6,C,garfio,su,1,0.111111111111,7,0.777777777778,1
N,C,M,S,0,0,0,0,V,False,True,6,False,0,N,1r03r03032,garfio,0,0.0,8,0.888888888889,4
P,0,0,0,0,0,0,0,V,True,False,2,True,6,V,acostó,Se,5,0.833333333333,0,0.0,0
V,M,I,S,3,S,0,0,C,False,False,6,False,2,V,en,acostó,4,0.666666666667,1,0.166666666667,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,V,un,en,3,0.5,2,0.333333333333,0
D,I,0,M,S,0,0,0,C,False,False,2,False,8,C,helechal,un,2,0.333333333333,3,0.5,0
N,C,M,S,0,0,0,0,C,False,False,8,True,8,V,afelpado,helechal,1,0.166666666667,4,0.666666666667,0
V,M,P,0,0,S,M,0,V,False,True,8,False,0,N,1r03r03032,afelpado,0,0.0,5,0.833333333333,4
D,P,3,C,S,0,0,0,V,True,False,2,False,8,C,política,Su,6,0.857142857143,0,0.0,1
A,Q,0,F,S,0,0,0,V,False,False,8,False,11,V,anteiglesia,política,5,0.714285714286,1,0.142857142857,0
N,C,F,S,0,0,0,0,V,False,False,11,True,7,V,impedía,anteiglesia,4,0.571428571429,2,0.285714285714,3
V,M,I,I,1,S,0,0,V,False,False,7,True,8,V,enfeudar,impedía,3,0.428571428571,3,0.428571428571,0
V,M,N,0,0,0,0,0,C,False,False,8,False,2,V,al,enfeudar,2,0.285714285714,4,0.571428571429,0
S,P,S,0,0,0,0,0,C,False,False,2,False,4,C,país,al,1,0.142857142857,5,0.714285714286,1
N,C,M,S,0,0,0,0,C,False,True,4,False,0,N,1r03r03032,país,0,0.0,6,0.857142857143,4
P,P,3,F,S,0,0,0,V,True,False,4,True,6,C,frunce,Ella,4,0.8,0,0.0,3
V,M,I,P,3,S,0,0,V,False,False,6,False,13,C,cáusticamente,frunce,3,0.6,1,0.2,4
R,G,0,0,0,0,0,0,V,False,False,13,False,3,C,sus,cáusticamente,2,0.4,2,0.4,3
D,P,3,C,P,0,0,0,C,False,False,3,False,6,C,labios,sus,1,0.2,3,0.6,1
N,C,M,P,0,0,0,0,C,False,True,6,False,0,N,1r03r03032,labios,0,0.0,4,0.8,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,médico,El,5,0.833333333333,0,0.0,1
N,C,C,S,0,0,0,0,V,False,False,6,True,7,C,decidió,médico,4,0.666666666667,1,0.166666666667,3
V,M,I,S,3,S,0,0,C,False,False,7,True,11,C,sustituirle,decidió,3,0.5,2,0.333333333333,1
V,M,N,0,0,0,0,0,V,False,False,11,False,2,V,el,sustituirle,2,0.333333333333,3,0.5,3
D,A,0,M,S,0,0,0,C,False,False,2,False,10,C,dispéptico,el,1,0.166666666667,4,0.666666666667,1
A,Q,0,M,S,0,0,0,V,False,True,10,False,0,N,1r03r03032,dispéptico,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,6,C,hombre,El,5,0.833333333333,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,6,False,9,V,ojienjuto,hombre,4,0.666666666667,1,0.166666666667,0
A,Q,0,M,S,0,0,0,V,False,False,9,True,9,C,desfrunce,ojienjuto,3,0.5,2,0.333333333333,4
V,M,I,P,3,S,0,0,V,False,False,9,False,2,V,el,desfrunce,2,0.333333333333,3,0.5,3
D,A,0,M,S,0,0,0,C,False,False,2,False,4,C,ceño,el,1,0.166666666667,4,0.666666666667,1
N,C,M,S,0,0,0,0,V,False,True,4,False,0,N,1r03r03032,ceño,0,0.0,5,0.833333333333,4
D,A,0,M,S,0,0,0,C,True,False,2,False,5,C,hiato,El,7,0.875,0,0.0,0
N,C,M,S,0,0,0,0,V,False,False,5,False,2,V,en,hiato,6,0.75,1,0.125,3
S,P,S,0,0,0,0,0,C,False,False,2,False,2,C,la,en,5,0.625,2,0.25,1
D,A,0,F,S,0,0,0,V,False,False,2,False,6,C,piedra,la,4,0.5,3,0.375,1
N,C,F,S,0,0,0,0,V,False,False,6,True,7,C,comenzó,piedra,3,0.375,4,0.5,3
V,M,I,S,3,S,0,0,C,False,False,7,False,1,V,a,comenzó,2,0.25,5,0.625,0
S,P,S,0,0,0,0,0,V,False,False,1,True,10,V,agrietarse,a,1,0.125,6,0.75,0
V,M,N,0,0,0,0,0,V,False,True,10,False,0,N,1r03r03032,agrietarse,0,0.0,7,0.875,4
V,M,I,P,3,P,0,0,C,True,False,6,False,7,C,lignito,Hallan,3,0.75,0,0.0,3
N,C,M,S,0,0,0,0,V,False,False,7,False,2,V,en,lignito,2,0.5,1,0.25,3
S,P,S,0,0,0,0,0,C,False,False,2,False,5,C,Argel,en,1,0.25,2,0.5,0
N,P,0,0,0,0,0,0,C,False,True,5,False,0,N,1r03r03032,Argel,0,0.0,3,0.75,4
V,M,I,P,3,P,0,0,C,True,False,7,False,3,C,con,Cumplen,5,0.833333333333,0,0.0,3
S,P,S,0,0,0,0,0,C,False,False,3,False,2,C,la,con,4,0.666666666667,1,0.166666666667,1
D,A,0,F,S,0,0,0,V,False,False,2,False,3,C,ley,la,3,0.5,2,0.333333333333,1
N,C,F,S,0,0,0,0,C,False,False,3,False,2,C,de,ley,2,0.333333333333,3,0.5,3
S,P,S,0,0,0,0,0,V,False,False,2,False,10,V,enfiteusis,de,1,0.166666666667,4,0.666666666667,0
N,C,F,N,0,0,0,0,C,False,True,10,False,0,N,1r03r03032,enfiteusis,0,0.0,5,0.833333333333,4
D,P,3,C,S,0,0,0,V,True,False,2,False,9,C,habilidad,Su,7,0.875,0,0.0,0
N,C,F,S,0,0,0,0,C,False,False,9,False,10,V,ambidextra,habilidad,6,0.75,1,0.125,0
A,Q,0,F,S,0,0,0,V,False,False,10,True,5,C,puede,ambidextra,5,0.625,2,0.25,4
V,M,I,P,3,S,0,0,V,False,False,5,True,8,V,apremiar,puede,4,0.5,3,0.375,0
V,M,N,0,0,0,0,0,C,False,False,8,False,2,V,al,apremiar,3,0.375,4,0.5,1
S,P,S,0,0,0,0,0,C,False,False,2,False,4,V,arco,al,2,0.25,5,0.625,0
N,C,M,S,0,0,0,0,V,False,False,4,False,5,C,rival,arco,1,0.125,6,0.75,1
A,Q,0,C,S,0,0,0,C,False,True,5,False,0,N,1r03r03032,rival,0,0.0,7,0.875,4
R,N,0,0,0,0,0,0,V,True,False,2,False,2,C,lo,No,6,0.857142857143,0,0.0,1
P,P,3,C,N,A,0,0,V,False,False,2,True,5,C,puede,lo,5,0.714285714286,1,0.142857142857,1
V,M,I,P,3,S,0,0,V,False,False,5,True,9,C,sustituir,puede,4,0.571428571429,2,0.285714285714,1
V,M,N,0,0,0,0,0,C,False,False,9,False,3,C,por,sustituir,3,0.428571428571,3,0.428571428571,3
S,P,S,0,0,0,0,0,C,False,False,3,False,3,V,esa,por,2,0.285714285714,4,0.571428571429,0
D,D,0,F,S,0,0,0,V,False,False,3,False,8,C,friolera,esa,1,0.142857142857,5,0.714285714286,1
A,Q,0,F,S,0,0,0,V,False,True,8,False,0,N,1r03r03032,friolera,0,0.0,6,0.857142857143,4
D,A,0,M,S,0,0,0,C,True,False,2,False,10,C,pluralismo,El,4,0.8,0,0.0,1
N,C,M,S,0,0,0,0,V,False,False,10,False,2,C,se,pluralismo,3,0.6,1,0.2,3
P,0,0,0,0,0,0,0,V,False,False,2,True,10,V,encontraba,se,2,0.4,2,0.4,0
V,M,I,I,1,S,0,0,V,False,False,10,True,9,V,enjaulado,encontraba,1,0.2,3,0.6,0
V,M,P,0,0,S,M,0,V,False,True,9,False,0,N,1r03r03032,enjaulado,0,0.0,4,0.8,4
V,M,I,P,3,S,0,0,V,True,False,10,False,3,C,los,Desenjaula,5,0.833333333333,0,0.0,3
D,A,0,M,P,0,0,0,C,False,False,3,False,6,C,bueyes,los,4,0.666666666667,1,0.166666666667,1
N,C,M,P,0,0,0,0,C,False,False,6,False,2,C,de,bueyes,3,0.5,2,0.333333333333,3
S,P,S,0,0,0,0,0,V,False,False,2,False,2,C,la,de,2,0.333333333333,3,0.5,1
D,A,0,F,S,0,0,0,V,False,False,2,False,8,C,yuntería,la,1,0.166666666667,4,0.666666666667,1
N,C,F,S,0,0,0,0,V,False,True,8,False,0,N,1r03r03032,yuntería,0,0.0,5,0.833333333333,4
V,M,I,P,2,S,0,0,C,True,False,5,True,6,C,frotar,Debes,5,0.833333333333,0,0.0,3
V,M,N,0,0,0,0,0,C,False,False,6,False,3,C,los,frotar,4,0.666666666667,1,0.166666666667,1
D,A,0,M,P,0,0,0,C,False,False,3,False,10,C,balaustros,los,3,0.5,2,0.333333333333,1
N,C,M,P,0,0,0,0,C,False,False,10,False,3,C,con,balaustros,2,0.333333333333,3,0.5,3
S,P,S,0,0,0,0,0,C,False,False,3,False,6,C,viruta,con,1,0.166666666667,4,0.666666666667,1
